texto,movilidad,oido,vista
camino perfectamente ademas no soporto las luces brillantes,1,1,2
los sonidos agudos me dan dolor de cabeza,1,2,1
tengo hipersensibilidad visual. ruido ambiental me agobia,1,2,2
soy paraplejico tengo audicion nula,0,0,1
mi movilidad es normal,1,1,1
soy paralitico ademas luz solar me ciega. tengo hipersensibilidad auditiva.,0,2,2
dificultad severa para moverme sensible a pitidos,0,2,1
no oigo nada pero uso baston para ciegos pero ningun problema para caminar.,1,0,0
no veo nada,1,1,0
no tengo orejas,1,0,1
no veo en absoluto ademas voy en silla,0,1,0
no tengo ojos,1,1,0
tengo hipersensibilidad visual pero oigo bien aunque tengo necesidad constante de moverme.,2,1,2
oido demasiado sensible necesidad de moverme siempre. no tengo problemas en los ojos.,2,2,1
tengo necesidad constante de moverme pero mi agudeza visual es correcta ademas sin sentido del oido.,2,0,1
ando bien de las piernas,1,1,1
uso lenguaje de senas,1,0,1
tapon en el oido pero sin problemas de movilidad,1,0,1
"los brillos me hacen daño en los ojos no puedo andar, de oido ando perfecto.",0,1,2
no puedo andar. hipersensibilidad a la luz,0,1,2
me muevo compulsivamente aunque oigo genial,2,1,1
"ando cojo, sin problemas de oido",0,1,1
sin problemas de movilidad,1,1,1
invalido ademas pantallas muy brillantes me duelen,0,1,2
no me funcionan los oidos,1,0,1
no me funcionan los ojos pero no oigo ni papa,1,0,0
me muevo con normalidad. escucho cero,1,0,1
sin problemas de oido,1,1,1
tengo sordera profunda,1,0,1
"no soporto las luces brillantes pero no soporto el volumen alto, por otro lado ando cojo.",0,2,2
no tengo orejas veo destellos constantemente,1,0,2
no tengo piernas. de oido ando perfecto,0,1,1
"ando bien de las piernas, perdi el ojo",1,1,0
"dificultad severa para moverme, tengo vision nula y los sonidos agudos me dan dolor de cabeza.",0,2,0
puedo andar sin problemas. todo ok con la vista,1,1,1
"no veo nada, por otro lado soy hiperactivo",2,1,0
estoy inmovilizado,0,1,1
soy hiperactivo. tengo audicion nula,2,0,1
no tengo ojos. audicion sin problemas,1,1,0
"hipervision, sufro tdah",2,1,2
"no soporto el volumen alto, hipervision ademas no soporto estar atrapado.",2,2,2
soy paralitico,0,1,1
orejas sensibles pero me muevo compulsivamente,2,2,1
escucho las conversaciones sin problema pero luz solar me ciega,1,1,2
"sensible a pitidos, por otro lado no soporto las luces brillantes",1,2,2
me muevo con normalidad,1,1,1
orejas sensibles aunque soy hiperactivo,2,2,1
"oigo muy mal, por otro lado veo muy mal",1,0,0
no veo en absoluto. soy paraplejico. hiperaudicion.,0,2,0
"no tengo piernas, hiperaudicion, por otro lado no soporto las luces brillantes.",0,2,2
ruido ambiental me agobia,1,2,1
mi oido es normal me muevo con normalidad. soy ciego parcialmente.,1,1,0
"camino perfectamente, sin sentido del oido",1,0,1
tengo hipersensibilidad visual pero ando en silla de ruedas,0,1,2
"no veo casi nada, por otro lado camino con mueletas",0,1,0
tengo hipersensibilidad auditiva. ningun problema para caminar,1,2,1
estoy inmovilizado,0,1,1
veo destellos constantemente,1,1,2
"sin sentido del oido y no tengo piernas, ojos sensibles.",0,0,2
uso gafas para leer ademas me molestan mucho los ruidos y tengo hiperactividad.,2,2,1
"hipervision y escucho las conversaciones sin problema, movilidad estandar.",1,1,2
ando con muletas. tengo audicion normal pero no veo nada.,0,1,0
"ciego de nacimiento, por otro lado tengo hiperacusia",1,2,0
ando en silla de ruedas ademas tengo hipersensibilidad visual,0,1,2
ningun problema para caminar,1,1,1
me molestan mucho los ruidos ademas mi vista es normal,1,2,1
ando bien de las piernas aunque ruido ambiental me agobia,1,2,1
escucho cero,1,0,1
"no tengo piernas, escucho los ruidos demasiado fuertes, por otro lado luz solar me ciega.",0,2,2
"no me funcionan los oidos, casi no tengo vista ademas ando bien de las piernas.",1,0,0
ando con muletas aunque de la vista ando bien,0,1,1
los sonidos agudos me dan dolor de cabeza,1,2,1
tengo muy poca audicion,1,0,1
he perdido la vista,1,1,0
tengo audicion nula pero ningun problema para caminar,1,0,1
soy sordo,1,0,1
veo lo estandar aunque audicion sin problemas,1,1,1
toy sordo aunque veo lo estandar,1,0,1
soy paraplejico,0,1,1
oigo muy mal,1,0,1
soy hiperactivo,2,1,1
todo ok con la vista,1,1,1
no tengo ojos,1,1,0
voy en silla,0,1,1
los brillos me hacen daño en los ojos y de oido ando perfecto,1,1,2
"tapon en el oido, tengo vision normal pero ando en silla de ruedas.",0,0,1
luz solar me ciega ademas sensible a pitidos,1,2,2
diagnosticado de tdah pero veo bien,2,1,1
movilidad estandar ademas pantallas muy brillantes me duelen aunque uso lenguaje de senas.,1,0,2
"de la vista ando bien, por otro lado oido demasiado sensible",1,2,1
escucho las conversaciones sin problema no puedo subir escaleras necesito ambiente oscuro.,0,1,2
"tengo muy poca audicion, veo bien",1,0,1
no me puedo quedar quieto. escucho perfectamente,2,1,1
movilidad estandar,1,1,1
ojos sensibles. tengo hiperacusia,1,2,2
ningun problema para caminar,1,1,1
veo lo estandar no me funcionan los oidos aunque diagnosticado de tdah.,2,0,1
tengo sordera profunda sin problemas de movilidad,1,0,1
hipermovilidad,2,1,1
no soporto estar atrapado ademas sin problemas de vista no soporto el volumen alto.,2,2,1
hiperaudicion,1,2,1
no veo en absoluto aunque no escucho nada,1,0,0
"hipersensibilidad a la luz ademas no escucho nada, me muevo compulsivamente.",2,0,2
"necesito espacio amplio, de oido ando perfecto",2,1,1
no soporto el volumen alto,1,2,1
de la vista ando bien ademas soy sordo,1,0,1
tengo hiperacusia pero no soporto las luces brillantes,1,2,2
me muevo con normalidad pero hipersensibilidad a la luz ademas de oido ando perfecto.,1,1,2
no oigo nada y veo lo estandar,1,0,1
camino bien aunque no tengo ojos,1,1,0
puedo andar sin problemas,1,1,1
veo destellos constantemente,1,1,2
ando con muletas. oigo bien,0,1,1
no oigo nada. hipersensibilidad a la luz pero necesidad de moverme siempre.,2,0,2
ruido ambiental me agobia,1,2,1
toy ciego ademas ando cojo pero sin sentido del oido.,0,0,0
"diagnosticado de tdah, oigo bien",2,1,1
necesidad de moverme siempre y los sonidos agudos me dan dolor de cabeza,2,2,1
pantallas muy brillantes me duelen no soporto estar atrapado y ruido ambiental me agobia.,2,2,2
"hipervision y sin sentido del oido, soy hiperactivo.",2,0,2
tengo vision normal tengo audicion normal,1,1,1
"tengo dolor ocular, de oido ando perfecto",1,1,0
tengo muy poca audicion. no tengo problemas en los ojos,1,0,1
escucho perfectamente,1,1,1
audicion sin problemas aunque ningun problema para caminar,1,1,1
me duele el ojo ningun problema para caminar,1,1,0
tengo sordera profunda,1,0,1
sin problemas de movilidad,1,1,1
sufro tdah uso baston para ciegos,2,1,0
tengo vision normal,1,1,1
veo lo estandar. hipermovilidad,2,1,1
"tengo tics motores, por otro lado hiperaudicion pero no me funcionan los ojos.",2,2,0
necesito espacio amplio,2,1,1
oigo bien aunque veo destellos constantemente,1,1,2
"no soporto las luces brillantes, por otro lado de oido ando perfecto, tengo tdah.",2,1,2
tengo audicion normal y tengo ceguera total,1,1,0
de oido ando perfecto aunque no veo nada,1,1,0
"escucho todo muy apagado, por otro lado camino con mueletas",0,0,1
mi oido es normal,1,1,1
tengo vision nula,1,1,0
tengo vision normal tengo hipersensibilidad auditiva,1,2,1
no tengo ojos escucho los ruidos demasiado fuertes,1,2,0
veo lo estandar,1,1,1
estoy postrado y no distingo formas ni colores,0,1,0
oigo genial,1,1,1
tengo hipersensibilidad auditiva aunque uso gafas para leer. me muevo con normalidad.,1,2,1
tengo vision normal y toy sordo,1,0,1
me duelen los ojos aunque audicion sin problemas,1,1,0
"no me funcionan los ojos, camino bien",1,1,0
tengo muy poca audicion. veo muy mal. me cuesta mucho caminar.,0,0,0
mi movilidad es normal. veo perfectamente,1,1,1
hipermovilidad,2,1,1
oido demasiado sensible ningun problema para caminar,1,2,1
ningun problema para caminar,1,1,1
camino bien y veo destellos constantemente y escucho las conversaciones sin problema.,1,1,2
de la vista ando bien y no puedo mover las piernas,0,1,1
me molestan mucho los ruidos pero veo perfectamente,1,2,1
"tengo necesidad constante de moverme, no tengo problemas en los ojos",2,1,1
tengo audicion normal todo ok con la vista,1,1,1
movilidad estandar,1,1,1
audicion sin problemas,1,1,1
no tengo problemas en los ojos,1,1,1
los brillos me hacen daño en los ojos,1,1,2
ando bien de las piernas y veo muy mal aunque audicion sin problemas.,1,1,0
no escucho nada ademas ando cojo pero los brillos me hacen daño en los ojos.,0,0,2
tengo tdah,2,1,1
me muevo compulsivamente pero soy sordo,2,0,1
diagnosticado de tdah y mi vista es normal y tengo hiperacusia.,2,2,1
oigo genial y puedo andar sin problemas pero tengo vision normal.,1,1,1
"camino perfectamente, por otro lado veo todo muy borroso",1,1,0
"hiperaudicion, por otro lado camino perfectamente",1,2,1
tengo audicion normal pero camino bien aunque ciego de nacimiento.,1,1,0
escucho las conversaciones sin problema y de la vista ando bien,1,1,1
hipersensibilidad a la luz y tengo tdah ademas escucho todo muy apagado.,2,0,2
sin problemas de movilidad. hipersensibilidad a la luz sin sentido del oido.,1,0,2
escucho todo muy apagado ademas tengo hiperactividad,2,0,1
oigo genial,1,1,1
"todo ok con la vista, oigo genial",1,1,1
luz solar me ciega,1,1,2
oigo genial,1,1,1
sufro tdah,2,1,1
puedo andar sin problemas pero no soporto las luces brillantes,1,1,2
"ruido ambiental me agobia, por otro lado no distingo formas ni colores",1,2,0
"ando en silla de ruedas, soy tuerto, ruido ambiental me agobia.",0,2,0
no me puedo quedar quieto no veo nada,2,1,0
he perdido la vista pero me cuesta mucho caminar oido demasiado sensible.,0,2,0
estoy inmovilizado,0,1,1
escucho perfectamente,1,1,1
camino bien,1,1,1
"uso lenguaje de senas, por otro lado me duelen los ojos pero camino perfectamente.",1,0,0
"camino muy lento, por otro lado tengo audicion normal",0,1,1
sufro tdah,2,1,1
veo perfectamente y inquietud motora extrema,2,1,1
soy paraplejico. tengo audicion normal,0,1,1
inquietud motora extrema,2,1,1
"mi agudeza visual es correcta, necesidad de moverme siempre y sin problemas de oido.",2,1,1
camino con mueletas. no escucho nada,0,0,1
veo destellos constantemente,1,1,2
"oigo genial ademas camino con mueletas, por otro lado la luz me deslumbra demasiado.",0,1,2
"casi no tengo vista, por otro lado escucho perfectamente",1,1,0
no tengo piernas y escucho todo muy apagado,0,0,1
orejas sensibles,1,2,1
pantallas muy brillantes me duelen,1,1,2
ando cojo ojos sensibles,0,1,2
casi no tengo vista,1,1,0
el ruido fuerte me daña,1,2,1
no soporto el volumen alto aunque diagnosticado de tdah,2,2,1
camino bien,1,1,1
necesito espacio amplio ademas necesito ambiente oscuro aunque escucho los ruidos demasiado fuertes.,2,2,2
escucho todo muy apagado pero no veo en absoluto,1,0,0
"me muevo con normalidad, ojos sensibles",1,1,2
veo todo muy borroso pero mi oido es normal,1,1,0
hipersensibilidad a la luz pero oigo bien,1,1,2
mi oido es normal,1,1,1
tapon en el oido pero sin problemas de movilidad,1,0,1
me duelen los ojos. soy sordo,1,0,0
no me puedo quedar quieto,2,1,1
los brillos me hacen daño en los ojos y me fallan las piernas,0,1,2
"mi agudeza visual es correcta, por otro lado oido demasiado sensible",1,2,1
camino muy lento,0,1,1
todo ok con la vista,1,1,1
veo todo muy borroso,1,1,0
oido demasiado sensible,1,2,1
ando con muletas y no veo casi nada. tengo hiperacusia.,0,2,0
llevo lentillas y veo bien. camino con mueletas aunque soy sordo.,0,0,1
diagnosticado de tdah,2,1,1
sin sentido del oido,1,0,1
camino muy lento pero escucho los ruidos demasiado fuertes pero ojos sensibles.,0,2,2
mi movilidad es normal pero no distingo formas ni colores,1,1,0
perdi el ojo,1,1,0
sensible a pitidos,1,2,1
no tengo problemas en los ojos aunque no me puedo quedar quieto,2,1,1
"soy sordo, por otro lado estoy inmovilizado",0,0,1
"tengo audicion normal, por otro lado uso baston para ciegos",1,1,0
necesito ambiente oscuro. hiperaudicion ademas sufro tdah.,2,2,2
hiperaudicion y camino perfectamente,1,2,1
no soporto el volumen alto pero vista de aguila,1,2,2
"ojos sensibles, por otro lado no tengo piernas",0,1,2
mi agudeza visual es correcta aunque ando en silla de ruedas,0,1,1
no veo casi nada,1,1,0
ruido ambiental me agobia y mi movilidad es normal. tengo fotofobia.,1,2,2
me fallan las piernas,0,1,1
sin problemas de vista,1,1,1
"escucho perfectamente, por otro lado tengo necesidad constante de moverme",2,1,1
tengo hiperactividad ademas pantallas muy brillantes me duelen,2,1,2
no tengo problemas en los ojos aunque ando bien de las piernas y mi oido es normal.,1,1,1
estoy postrado y toy sordo,0,0,1
"no me funcionan los oidos, por otro lado la luz me deslumbra demasiado ademas tengo tdah.",2,0,2
tengo sordera profunda y no distingo formas ni colores,1,0,0
orejas sensibles,1,2,1
"ojos sensibles, no oigo nada",1,0,2
tengo hipersensibilidad visual,1,1,2
no me funcionan los oidos,1,0,1
no veo en absoluto ademas no tengo orejas ademas ningun problema para caminar.,1,0,0
llevo lentillas y veo bien. de oido ando perfecto,1,1,1
tengo hipersensibilidad visual aunque sin problemas de oido,1,1,2
perdi el ojo y escucho las conversaciones sin problema aunque estoy postrado.,0,1,0
veo bien,1,1,1
"llevo lentillas y veo bien aunque tengo hipersensibilidad auditiva, no puedo caminar.",0,2,1
no soporto las luces brillantes aunque tengo tics motores. no me funcionan los oidos.,2,0,2
oido demasiado sensible y necesidad de moverme siempre aunque no veo en absoluto.,2,2,0
"sordo total, dificultad severa para moverme y tengo muy poca vision.",0,0,0
no oigo ni papa aunque veo muy mal,1,0,0
escucho perfectamente diagnosticado de tdah,2,1,1
hiperaudicion aunque uso gafas para leer,1,2,1
no distingo formas ni colores,1,1,0
"tengo hipersensibilidad visual, por otro lado soy hiperactivo",2,1,2
de oido ando perfecto,1,1,1
no tengo orejas aunque mi movilidad es normal,1,0,1
movilidad estandar pero mi oido es normal,1,1,1
no tengo orejas,1,0,1
mi agudeza visual es correcta aunque tapon en el oido,1,0,1
no soporto las luces brillantes,1,1,2
me molestan mucho los ruidos ademas sufro tdah aunque todo ok con la vista.,2,2,1
ando bien de las piernas,1,1,1
soy ciego parcialmente,1,1,0
"hiperaudicion, veo bien, por otro lado ando bien de las piernas.",1,2,1
mi oido es normal aunque no veo casi nada pero camino bien.,1,1,0
vista de aguila y camino muy lento pero tengo hipersensibilidad auditiva.,0,2,2
tengo tics motores,2,1,1
"no puedo caminar, sensible a pitidos",0,2,1
oigo bien,1,1,1
camino con baston,0,1,1
"tengo hipersensibilidad auditiva, tengo muy poca vision pero diagnosticado de tdah.",2,2,0
tengo tdah,2,1,1
escucho perfectamente y no soporto estar atrapado aunque no tengo problemas en los ojos.,2,1,1
me molesta mucho la luz y de oido ando perfecto,1,1,2
escucho cero,1,0,1
escucho las conversaciones sin problema pero me duele el ojo pero hipermovilidad.,2,1,0
tengo vision nula camino perfectamente,1,1,0
puedo andar sin problemas,1,1,1
"tengo audicion nula, llevo lentillas y veo bien",1,0,1
soy hiperactivo,2,1,1
"mi vista es normal y escucho las conversaciones sin problema, por otro lado no soporto estar atrapado.",2,1,1
puedo andar sin problemas,1,1,1
"no soporto las luces brillantes, por otro lado camino bien. escucho perfectamente.",1,1,2
"escucho todo muy apagado ando con muletas, por otro lado veo perfectamente.",0,0,1
hipervision me muevo con normalidad,1,1,2
"hiperaudicion, por otro lado no tengo piernas",0,2,1
ningun problema para caminar,1,1,1
"tengo tics motores, soy tuerto",2,1,0
tengo fotofobia,1,1,2
tengo tdah,2,1,1
"sin problemas de oido y tengo fotofobia, por otro lado ningun problema para caminar.",1,1,2
"tengo audicion normal, veo muy mal",1,1,0
hiperaudicion,1,2,1
"el ruido fuerte me daña, por otro lado perdi el ojo",1,2,0
ningun problema para caminar pero todo ok con la vista. tengo hiperacusia.,1,2,1
los sonidos agudos me dan dolor de cabeza y hipervision,1,2,2
tengo tics motores mi oido es normal. de la vista ando bien.,2,1,1
mi vista es normal,1,1,1
puedo andar sin problemas pero veo lo estandar,1,1,1
hiperaudicion ciego de nacimiento,1,2,0
dificultad severa para moverme. veo destellos constantemente,0,1,2
"no puedo subir escaleras, por otro lado veo lo estandar",0,1,1
no soporto estar atrapado,2,1,1
de oido ando perfecto pero diagnosticado de tdah. veo perfectamente.,2,1,1
mi movilidad es normal ademas ciego de nacimiento,1,1,0
mi agudeza visual es correcta ademas hipermovilidad,2,1,1
me molestan mucho los ruidos pero mi vista es normal,1,2,1
